,Hindi_key,Hindi_value,Punjabi_key,Punjabi_value
2,,,Help us understand what’s wrong with the recording,ਸਾਨੂੰ ਸਮਝਣ ਲਈ ਮਦਦ ਕਰੋ ਕਿ ਰਿਕਾਰਡਿੰਗ ਵਿੱਚ ਕੀ ਗਲਤ ਹੈ
5,,,Levels and Badging @BoloIndia,ਪੱਧਰ ਤੇ ਬਿੱਲੇ  @BoloIndia
7,,,Participate more to gain badges,ਹੋਰ ਬਿੱਲੇ ਲੈਣ ਲਈ ਹਿੱਸਾ ਲਵੋ
9,,,"Level - ""X""","ਪੱਧਰ - ""X"""
10,,,Contributions,ਯੋਗਦਾਨੀ
11,,,(Recording + Validating),(ਰਿਕਾਰਡਿੰਗ + ਪ੍ਰਮਾਣਿਤ)
13,,,"""X"" Senetences","""X"" ਵਾਕ"
20,,,Bronze Contributor,ਕਾਂਸੀ ਲਈ ਯੋਗਦਾਨੀ
21,,,Silver Contributor,ਚਾਂਦੀ ਲਈ ਯੋਗਦਾਨੀ
22,,,Gold Contributor,ਸੋਨੇ ਲਈ ਯੋਗਦਾਨੀ
23,,,Platinum Contributor,ਪਲੈਟੀਨਮ ਲਈ ਯੋਗਦਾਨੀ
25,,,"WoaaH!! You’ve earned your  ""1st""  Badge","ਬੱਲੇ! ਤੁਸੀਂ ਆਪਣਾ ""1ਲਾਂ"" ਬਿੱਲਾ ਖੱਟ ਲਿਆ"
27,,,"Your next goal is to reach ""X"" sentences to unlock your ""Y"" Badge. ","ਤੁਹਾਡਾ ਅਗਲਾ ਟੀਚਾ ""X"" ਵਾਕ ਪੂਰੇ ਕਰਕੇ ਆਪਣਾ ""Y"" ਬਿੱਲਾ ਲੈਣਾ ਹੈ।"
29,,,"""x"" Sentences contributed","""x"" ਵਾਕਾਂ ਲਈ ਯੋਗਦਾਨ ਪਾਇਆ"
32,,,CERTIFICATE OF APPRECIATION,ਸਨਮਾਣ ਪੱਤਰ
33,,,"This is to certify that ""X"" has contributed towards development of open source repository for Hindi language.","ਇਹ ਤਸਦੀਕ ਕੀਤਾ ਜਾਂਦਾ ਹੈ ""X"" ਨੇ ਹਿੰਦੀ ਭਾਸ਼ਾ ਲਈ ਆਜ਼ਾਦ ਸਰੋਤ ਦੇ ਵਿਕਾਸ ਲਈ ਯੋਗਦਾਨ ਪਾਇਆ ਹੈ।"
35,,,Ministry of Electronics and Information Technology,ਇਲੈਕਟ੍ਰੋਨਿਕ ਤੇ ਸੂਚਨਾ ਤਕਨੀਕ ਮੰਤਰਾਲਾ
36,,,Government of India,ਭਾਰਤ ਸਰਕਾਰ
38,,,You can select the language in which you want to participate,"ਤੁਸੀਂ ਭਾਸ਼ਾ ਚੁਣ ਸਕਦੇ ਹੋ, ਜਿਸ ਵਾਸਤੇ ਤੁਸੀਂ ਯੋਗਦਾਨ ਪਾਉਣਾ ਚਾਹੁੰਦੇ ਹੋ"
41,,,You can change the language in which you want to read content,"ਤੁਸੀਂ ਭਾਸ਼ਾ ਚੁਣ ਸਕਦੇ ਹੋ, ਜਿਸ ਵਾਸਤੇ ਤੁਸੀਂ ਸਮੱਗਰੀ ਪੜ੍ਹਨੀ ਚਾਹੁੰਦੇ ਹੋ"
44,,,Click on the card to start contributing your voice,ਆਪਣੀ ਆਵਾਜ਼ ਵਿੱਚ ਯੋਗਦਾਨ ਪਾਉਣਾ ਸ਼ੁਰੂ ਕਰਨ ਲਈ ਕਾਰਡ ਉੱਤੇ ਕਲਿੱਕ ਕਰੋ
45,,,Click on the card to validate what others have spoken,ਹੋਰਾਂ ਵਲੋਂ ਬੋਲੇ ਗਏ ਨੂੰ ਪ੍ਰਮਾਣਿਤ ਕਰਨ ਲਈ ਕਾਰਡ ਉੱਤੇ ਕਲਿੱਕ ਕਰੋ
0,,,"Your feedback helps us keep Bolo India relevant, we appreciate you taking time to leave the feedback.","ਤੁਹਾਡੇ ਸੁਝਾਅ ਬੋਲੋ ਇੰਡੀਆ ਨੂੰ ਢੁੱਕਵਾਂ ਬਣਾਉਣ ਲਈ ਮਦਦ ਕਰਦੇ ਹਨ, ਅਸੀਂ ਸੁਝਾਅ ਦੇਣ ਲਈ ਤੁਹਾਡੇ ਟਾਈਮ ਕੱਢਣ ਦੀ ਸ਼ਲਾਘਾ ਕਰਦੇ ਹਾਂ।"
